Id,Date,Rented_Bike_Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2869,30/03/2018,6.7580945044277305,13,20.3,27,1.4,1464,0.6,2.87,0.0,0.0,Spring,No Holiday,Yes
2870,30/03/2018,6.873163834212518,14,21.0,28,2.8,1191,1.7,2.75,0.0,0.0,Spring,No Holiday,Yes
2871,30/03/2018,6.974478911025045,15,21.8,28,2.3,1162,2.4,2.4,0.0,0.0,Spring,No Holiday,Yes
2872,30/03/2018,7.053585727193677,16,20.7,36,3.6,811,5.0,1.82,0.0,0.0,Spring,No Holiday,Yes
2873,30/03/2018,7.2868764117507,17,19.4,45,2.9,778,7.1,1.13,0.0,0.0,Spring,No Holiday,Yes
2874,30/03/2018,7.568379267836522,18,17.4,57,3.1,657,8.7,0.52,0.0,0.0,Spring,No Holiday,Yes
2875,30/03/2018,7.1459844677143876,19,15.2,60,3.2,1081,7.4,0.09,0.0,0.0,Spring,No Holiday,Yes
2876,30/03/2018,6.952728644624869,20,14.3,63,2.6,936,7.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2877,30/03/2018,6.855408798609928,21,13.7,73,1.8,658,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2878,30/03/2018,6.78105762593618,22,12.7,76,1.5,521,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2879,30/03/2018,6.520621127558696,23,12.1,77,1.4,540,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2880,31/03/2018,6.2878585601617845,0,11.7,77,1.3,588,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2881,31/03/2018,6.220590170099739,1,11.5,77,2.0,593,7.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2882,31/03/2018,5.986452005284438,2,11.0,73,1.5,816,6.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2883,31/03/2018,5.579729825986222,3,10.7,74,1.7,712,6.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2884,31/03/2018,5.099866427824199,4,10.4,73,1.7,801,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2885,31/03/2018,4.6913478822291435,5,9.8,73,0.8,1098,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2886,31/03/2018,4.962844630259907,6,9.4,75,0.9,1117,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2887,31/03/2018,5.579729825986222,7,9.5,72,0.2,1017,4.6,0.04,0.0,0.0,Spring,No Holiday,Yes
2888,31/03/2018,6.194405391104672,8,10.4,65,0.8,979,4.0,0.41,0.0,0.0,Spring,No Holiday,Yes
2889,31/03/2018,6.466144724237619,9,12.6,57,0.9,859,4.2,0.98,0.0,0.0,Spring,No Holiday,Yes
2890,31/03/2018,6.428105272684596,10,14.7,53,0.9,831,5.2,1.59,0.0,0.0,Spring,No Holiday,Yes
2891,31/03/2018,6.715383386334681,11,16.7,45,1.9,1054,4.6,2.07,0.0,0.0,Spring,No Holiday,Yes
2892,31/03/2018,6.9782137426306985,12,18.2,38,4.2,1189,3.6,2.41,0.0,0.0,Spring,No Holiday,Yes
2893,31/03/2018,7.105786129481271,13,19.3,37,3.0,1257,4.2,2.53,0.0,0.0,Spring,No Holiday,Yes
2894,31/03/2018,7.231287004327616,14,20.1,30,3.0,1554,1.9,2.57,0.0,0.0,Spring,No Holiday,Yes
2895,31/03/2018,7.341483852363161,15,18.9,28,3.7,1769,0.0,2.09,0.0,0.0,Spring,No Holiday,Yes
2896,31/03/2018,7.364547014255642,16,18.0,32,3.0,1836,1.0,1.03,0.0,0.0,Spring,No Holiday,Yes
2897,31/03/2018,7.3343293503005365,17,17.3,36,3.4,1722,2.0,0.8,0.0,0.0,Spring,No Holiday,Yes
2898,31/03/2018,7.238496840894365,18,16.6,33,2.6,1867,0.2,0.48,0.0,0.0,Spring,No Holiday,Yes
2899,31/03/2018,6.933423025730715,19,15.3,41,2.0,1751,2.1,0.08,0.0,0.0,Spring,No Holiday,Yes
2900,31/03/2018,6.880384082186005,20,14.0,45,1.6,1729,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2901,31/03/2018,6.918695219020472,21,13.3,48,1.6,1582,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2902,31/03/2018,6.827629234502852,22,12.8,52,1.5,1616,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2903,31/03/2018,6.486160788944089,23,12.4,63,1.3,1201,5.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2904,01/04/2018,6.363028103540465,0,12.1,70,0.8,1050,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2905,01/04/2018,6.118097198041348,1,11.7,74,0.5,979,7.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2906,01/04/2018,5.777652323222656,2,11.7,72,0.6,915,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2907,01/04/2018,5.402677381872279,3,11.9,71,0.7,853,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2908,01/04/2018,4.997212273764115,4,12.1,69,0.3,827,6.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2909,01/04/2018,4.574710978503383,5,12.3,65,0.5,1085,5.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2910,01/04/2018,4.709530201312334,6,12.4,61,0.4,1131,5.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2911,01/04/2018,5.135798437050262,7,12.5,62,0.4,1003,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2912,01/04/2018,5.8377304471659395,8,12.9,64,1.5,778,6.2,0.06,0.0,0.0,Spring,No Holiday,Yes
2913,01/04/2018,6.186208623900494,9,13.5,66,1.8,934,7.2,0.16,0.0,0.0,Spring,No Holiday,Yes
2914,01/04/2018,6.340359303727752,10,14.7,61,2.0,945,7.2,0.64,0.0,0.0,Spring,No Holiday,Yes
2915,01/04/2018,6.6039438246004725,11,16.7,55,2.1,1182,7.6,1.37,0.0,0.0,Spring,No Holiday,Yes
2916,01/04/2018,6.831953565565855,12,18.0,53,3.1,1350,8.2,1.53,0.0,0.0,Spring,No Holiday,Yes
2917,01/04/2018,7.053585727193677,13,17.9,60,2.2,1248,10.0,0.86,0.0,0.0,Spring,No Holiday,Yes
2918,01/04/2018,7.091742115095153,14,17.5,67,2.1,832,11.2,0.42,0.0,0.0,Spring,No Holiday,Yes
2919,01/04/2018,7.2078598714324755,15,18.2,63,2.2,687,11.0,0.72,0.0,0.0,Spring,No Holiday,Yes
2920,01/04/2018,7.251344983372214,16,18.2,69,3.2,625,12.4,0.87,0.0,0.0,Spring,No Holiday,Yes
2921,01/04/2018,7.217443431696533,17,18.0,72,1.8,559,12.8,0.47,0.0,0.0,Spring,No Holiday,Yes
2922,01/04/2018,7.167809184316444,18,17.7,75,2.1,519,13.2,0.12,0.0,0.0,Spring,No Holiday,Yes
2923,01/04/2018,6.9726062513017535,19,17.4,79,2.3,614,13.7,0.03,0.0,0.0,Spring,No Holiday,Yes
2924,01/04/2018,6.892641641172089,20,17.1,80,1.5,480,13.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2925,01/04/2018,6.891625897052253,21,16.9,81,1.9,472,13.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2926,01/04/2018,6.7357800142423265,22,16.7,83,2.4,416,13.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2927,01/04/2018,6.3784261836515865,23,16.3,82,1.3,480,13.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2928,02/04/2018,6.150602768446279,0,16.1,80,1.9,605,12.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2929,02/04/2018,5.69035945432406,1,16.0,79,1.0,716,12.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2930,02/04/2018,5.049856007249537,2,15.7,81,1.4,694,12.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2931,02/04/2018,4.718498871295094,3,15.6,81,1.2,628,12.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2932,02/04/2018,4.465908118654584,4,15.7,79,1.2,628,12.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2933,02/04/2018,4.836281906951478,5,15.3,82,1.4,508,12.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2934,02/04/2018,5.886104031450156,6,14.9,81,0.4,580,11.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2935,02/04/2018,6.823286122355687,7,15.1,80,1.0,623,11.6,0.01,0.0,0.0,Spring,No Holiday,Yes
2936,02/04/2018,7.293017679772782,8,15.7,75,1.1,804,11.2,0.11,0.0,0.0,Spring,No Holiday,Yes
2937,02/04/2018,6.693323668269949,9,16.6,70,1.5,945,11.0,0.3,0.0,0.0,Spring,No Holiday,Yes
2938,02/04/2018,6.363028103540465,10,17.5,66,1.3,1059,11.0,0.55,0.0,0.0,Spring,No Holiday,Yes
2939,02/04/2018,6.4967749901858625,11,18.5,61,1.6,1301,10.8,0.95,0.0,0.0,Spring,No Holiday,Yes
2940,02/04/2018,6.70808408385307,12,20.8,50,2.0,1240,9.9,1.82,0.0,0.0,Spring,No Holiday,Yes
2941,02/04/2018,6.70808408385307,13,21.9,48,2.5,1113,10.3,2.14,0.0,0.0,Spring,No Holiday,Yes
2942,02/04/2018,6.825460036255307,14,23.0,42,3.4,1315,9.3,2.1,0.0,0.0,Spring,No Holiday,Yes
2943,02/04/2018,6.901737206656574,15,23.7,43,2.8,1347,10.3,2.28,0.0,0.0,Spring,No Holiday,Yes
2944,02/04/2018,7.105786129481271,16,23.0,47,4.1,1417,11.0,2.0,0.0,0.0,Spring,No Holiday,Yes
2945,02/04/2018,7.358830898342354,17,22.0,49,3.7,1582,10.7,1.28,0.0,0.0,Spring,No Holiday,Yes
2946,02/04/2018,7.784057002639929,18,20.7,54,4.1,1484,11.0,0.5,0.0,0.0,Spring,No Holiday,Yes
2947,02/04/2018,7.484368643286131,19,19.1,60,3.4,1592,11.1,0.1,0.0,0.0,Spring,No Holiday,Yes
2948,02/04/2018,7.325148957955575,20,18.2,65,1.8,1563,11.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2949,02/04/2018,7.315883504509785,21,17.9,64,2.1,1652,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2950,02/04/2018,7.101675971619444,22,17.4,66,2.3,1565,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2951,02/04/2018,6.6895992691789665,23,16.8,70,0.9,1426,11.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2952,03/04/2018,6.278521424165844,0,16.8,69,0.8,1395,11.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2953,03/04/2018,6.066108090103747,1,17.1,72,1.7,1353,12.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2954,03/04/2018,5.62040086571715,2,17.0,73,1.6,1184,12.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2955,03/04/2018,5.056245805348308,3,17.0,74,1.7,1294,12.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2956,03/04/2018,4.8283137373023015,4,16.9,74,1.2,1199,12.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2957,03/04/2018,5.099866427824199,5,16.9,73,1.6,1275,12.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2958,03/04/2018,5.963579343618446,6,16.8,74,1.2,1265,12.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2959,03/04/2018,6.9411900550683745,7,16.8,73,1.0,1366,11.9,0.01,0.0,0.0,Spring,No Holiday,Yes
2960,03/04/2018,7.425357887027151,8,17.3,71,0.5,1481,11.9,0.17,0.0,0.0,Spring,No Holiday,Yes
2961,03/04/2018,6.7661917146603505,9,18.3,67,2.4,1375,12.0,0.55,0.0,0.0,Spring,No Holiday,Yes
2962,03/04/2018,6.499787040655854,10,18.9,66,2.0,1298,12.4,0.85,0.0,0.0,Spring,No Holiday,Yes
2963,03/04/2018,6.546785410760524,11,19.0,67,1.9,1062,12.7,0.52,0.0,0.0,Spring,No Holiday,Yes
2964,03/04/2018,6.81783057145415,12,19.6,63,2.9,1034,12.3,0.68,0.0,0.0,Spring,No Holiday,Yes
2965,03/04/2018,6.769641976852503,13,20.1,61,2.6,1117,12.3,1.01,0.0,0.0,Spring,No Holiday,Yes
2966,03/04/2018,6.837332814685591,14,21.0,53,3.2,1306,11.0,1.12,0.0,0.0,Spring,No Holiday,Yes
2967,03/04/2018,6.8690144506657065,15,19.9,58,2.5,1348,11.3,0.51,0.0,0.0,Spring,No Holiday,Yes
2968,03/04/2018,7.068172000388042,16,19.7,58,3.7,1302,11.1,0.78,0.0,0.0,Spring,No Holiday,Yes
2969,03/04/2018,7.270312886079025,17,19.7,57,2.6,1302,10.9,0.54,0.0,0.0,Spring,No Holiday,Yes
2970,03/04/2018,7.666221925662725,18,18.9,68,3.3,1326,12.8,0.12,0.0,0.0,Spring,No Holiday,Yes
2971,03/04/2018,7.255591274253665,19,18.0,74,3.1,1258,13.2,0.02,0.0,0.0,Spring,No Holiday,Yes
2972,03/04/2018,7.293697720601438,20,17.3,80,2.4,927,13.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2973,03/04/2018,7.1098794630722715,21,17.0,83,3.2,744,14.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2974,03/04/2018,6.93828448401696,22,16.0,85,2.0,409,13.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2975,03/04/2018,6.12029741895095,23,15.0,94,1.6,163,14.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2976,04/04/2018,5.87493073085203,0,15.0,96,2.1,141,14.3,0.0,0.1,0.0,Spring,No Holiday,Yes
2977,04/04/2018,4.736198448394496,1,14.8,96,1.7,209,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2978,04/04/2018,2.772588722239781,2,14.5,97,2.2,179,14.0,0.0,3.5,0.0,Spring,No Holiday,Yes
2979,04/04/2018,3.1354942159291497,3,14.3,97,1.2,228,13.8,0.0,7.0,0.0,Spring,No Holiday,Yes
2980,04/04/2018,2.70805020110221,4,14.1,97,1.7,306,13.6,0.0,3.0,0.0,Spring,No Holiday,Yes
2981,04/04/2018,2.995732273553991,5,11.9,97,3.4,305,11.4,0.0,3.0,0.0,Spring,No Holiday,Yes
2982,04/04/2018,5.153291594497779,6,11.7,95,0.7,2000,10.9,0.0,2.0,0.0,Spring,No Holiday,Yes
2983,04/04/2018,6.501289670540389,7,10.3,90,1.2,2000,8.7,0.01,0.0,0.0,Spring,No Holiday,Yes
2984,04/04/2018,7.158513997329321,8,10.3,86,2.5,2000,8.0,0.15,0.0,0.0,Spring,No Holiday,Yes
2985,04/04/2018,5.937536205082426,9,10.4,81,1.4,2000,7.2,0.36,0.0,0.0,Spring,No Holiday,Yes
2986,04/04/2018,6.226536669287466,10,10.7,81,1.4,2000,7.5,0.57,0.0,0.0,Spring,No Holiday,Yes
2987,04/04/2018,6.61338421837956,11,12.8,65,2.0,2000,6.3,1.76,0.0,0.0,Spring,No Holiday,Yes
2988,04/04/2018,6.834108738813838,12,15.3,54,2.1,1989,6.0,2.83,0.0,0.0,Spring,No Holiday,Yes
2989,04/04/2018,6.858565034791365,13,16.7,47,1.4,2000,5.3,3.24,0.0,0.0,Spring,No Holiday,Yes
2990,04/04/2018,7.00033446027523,14,17.9,42,1.3,1981,4.7,3.04,0.0,0.0,Spring,No Holiday,Yes
2991,04/04/2018,7.098375638590786,15,17.9,44,2.2,2000,5.4,2.79,0.0,0.0,Spring,No Holiday,Yes
2992,04/04/2018,7.254177846456518,16,17.9,42,1.1,2000,4.7,2.25,0.0,0.0,Spring,No Holiday,Yes
2993,04/04/2018,7.465082736399547,17,17.2,46,2.2,2000,5.4,1.6,0.0,0.0,Spring,No Holiday,Yes
2994,04/04/2018,7.784473235736469,18,16.0,47,2.1,2000,4.6,0.79,0.0,0.0,Spring,No Holiday,Yes
2995,04/04/2018,7.394493107219038,19,14.3,53,2.1,2000,4.8,0.17,0.0,0.0,Spring,No Holiday,Yes
2996,04/04/2018,7.226209010100671,20,12.8,56,2.0,2000,4.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2997,04/04/2018,7.136483208590247,21,11.8,57,1.9,2000,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2998,04/04/2018,6.948897222313312,22,10.9,58,1.5,2000,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2999,04/04/2018,6.505784060128229,23,10.2,58,2.4,2000,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes
3000,05/04/2018,6.07993319509559,0,9.5,61,1.7,2000,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes
3001,05/04/2018,5.924255797414532,1,9.0,62,1.9,2000,2.0,0.0,0.0,0.0,Spring,No Holiday,Yes
3002,05/04/2018,5.3981627015177525,2,9.0,63,2.1,2000,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes
3003,05/04/2018,5.017279836814924,3,8.9,64,2.2,2000,2.4,0.0,0.0,0.0,Spring,No Holiday,Yes
3004,05/04/2018,4.477336814478207,4,8.8,65,2.5,2000,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
3005,05/04/2018,2.9444389791664403,5,8.3,81,2.0,1060,5.2,0.0,0.1,0.0,Spring,No Holiday,Yes
3006,05/04/2018,3.091042453358316,6,7.5,94,2.4,511,6.5,0.0,0.4,0.0,Spring,No Holiday,Yes
3007,05/04/2018,3.6635616461296463,7,7.1,94,2.2,572,6.1,0.0,1.5,0.0,Spring,No Holiday,Yes
3008,05/04/2018,5.337538079701318,8,6.7,94,2.7,1127,5.7,0.05,2.0,0.0,Spring,No Holiday,Yes
3009,05/04/2018,4.867534450455582,9,6.8,89,2.9,2000,5.1,0.07,0.0,0.0,Spring,No Holiday,Yes
3010,05/04/2018,4.564348191467836,10,7.1,87,2.9,2000,5.0,0.15,0.0,0.0,Spring,No Holiday,Yes
3011,05/04/2018,3.871201010907891,11,7.1,93,2.6,697,6.0,0.19,0.0,0.0,Spring,No Holiday,Yes
3012,05/04/2018,4.2626798770413155,12,7.3,95,2.2,676,6.5,0.3,0.5,0.0,Spring,No Holiday,Yes
3013,05/04/2018,4.442651256490317,13,7.7,95,1.9,442,6.9,0.4,0.0,0.0,Spring,No Holiday,Yes
3014,05/04/2018,3.8501476017100584,14,8.0,95,1.5,514,7.2,0.35,0.0,0.0,Spring,No Holiday,Yes
3015,05/04/2018,3.6375861597263857,15,8.1,96,1.9,410,7.4,0.26,0.5,0.0,Spring,No Holiday,Yes
3016,05/04/2018,3.4657359027997265,16,8.1,96,1.5,281,7.4,0.21,1.0,0.0,Spring,No Holiday,Yes
3017,05/04/2018,3.8501476017100584,17,8.0,96,1.4,298,7.3,0.13,1.0,0.0,Spring,No Holiday,Yes
3018,05/04/2018,4.330733340286331,18,7.6,96,2.0,660,6.9,0.04,0.0,0.0,Spring,No Holiday,Yes
3019,05/04/2018,4.330733340286331,19,7.6,96,1.5,1309,6.9,0.0,1.5,0.0,Spring,No Holiday,Yes
3020,05/04/2018,4.04305126783455,20,7.3,96,1.9,2000,6.6,0.0,0.0,0.0,Spring,No Holiday,Yes
3021,05/04/2018,4.605170185988092,21,7.3,96,1.5,749,6.6,0.0,1.0,0.0,Spring,No Holiday,Yes
3022,05/04/2018,4.356708826689592,22,7.2,96,1.0,700,6.5,0.0,0.0,0.0,Spring,No Holiday,Yes
3023,05/04/2018,4.382026634673881,23,7.1,96,1.3,1497,6.5,0.0,0.5,0.0,Spring,No Holiday,Yes
3024,06/04/2018,4.04305126783455,0,7.2,95,0.9,861,6.4,0.0,0.5,0.0,Spring,No Holiday,Yes
3025,06/04/2018,3.9318256327243257,1,7.2,95,0.2,683,6.4,0.0,0.5,0.0,Spring,No Holiday,Yes
3026,06/04/2018,3.332204510175204,2,7.3,96,1.0,337,6.6,0.0,1.5,0.0,Spring,No Holiday,Yes
3027,06/04/2018,2.9444389791664403,3,7.2,96,0.8,349,6.5,0.0,2.0,0.0,Spring,No Holiday,Yes
3028,06/04/2018,2.302585092994046,4,6.8,97,2.2,453,6.3,0.0,2.0,0.0,Spring,No Holiday,Yes
3029,06/04/2018,4.007333185232471,5,6.3,97,1.7,787,5.8,0.0,0.5,0.0,Spring,No Holiday,Yes
3030,06/04/2018,5.187385805840755,6,6.1,96,2.1,798,5.5,0.0,0.0,0.0,Spring,No Holiday,Yes
3031,06/04/2018,6.3835066348840055,7,5.7,95,3.4,1136,4.9,0.02,0.0,0.0,Spring,No Holiday,Yes
3032,06/04/2018,7.119635638017636,8,5.9,90,2.8,1820,4.3,0.32,0.0,0.0,Spring,No Holiday,Yes
3033,06/04/2018,6.579251212010101,9,6.9,83,2.2,1666,4.2,0.83,0.0,0.0,Spring,No Holiday,Yes
3034,06/04/2018,6.272877006546167,10,8.0,73,2.8,1641,3.4,1.44,0.0,0.0,Spring,No Holiday,Yes
3035,06/04/2018,6.395261598115449,11,8.3,69,4.1,1217,2.9,1.81,0.0,0.0,Spring,No Holiday,Yes
3036,06/04/2018,6.6293632534374485,12,6.7,71,4.6,543,1.8,1.05,0.0,0.0,Spring,No Holiday,Yes
3037,06/04/2018,6.52795791762255,13,7.9,58,4.3,488,0.1,1.88,0.0,0.0,Spring,No Holiday,Yes
3038,06/04/2018,6.35088571671474,14,7.4,56,3.5,461,-0.8,1.04,0.0,0.0,Spring,No Holiday,Yes
3039,06/04/2018,6.302618975744905,15,6.8,50,4.1,660,-2.9,0.56,0.0,0.0,Spring,No Holiday,Yes
3040,06/04/2018,6.373319789577012,16,6.6,50,4.0,645,-3.1,0.81,0.0,0.0,Spring,No Holiday,Yes
3041,06/04/2018,6.655440350367647,17,6.3,50,4.4,707,-3.3,0.64,0.0,0.0,Spring,No Holiday,Yes
3042,06/04/2018,7.016609683894219,18,5.9,43,5.3,859,-5.7,0.62,0.0,0.0,Spring,No Holiday,Yes
3043,06/04/2018,6.492239835020471,19,4.8,48,3.8,1126,-5.3,0.17,0.0,0.0,Spring,No Holiday,Yes
3044,06/04/2018,6.2324480165505225,20,4.3,59,4.6,991,-3.0,0.0,0.0,0.0,Spring,No Holiday,Yes
3045,06/04/2018,6.104793232414985,21,4.0,67,3.0,794,-1.5,0.0,0.0,0.0,Spring,No Holiday,Yes
3046,06/04/2018,6.214608098422191,22,3.9,68,3.0,737,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes
3047,06/04/2018,5.746203190540153,23,3.8,75,4.1,604,-0.2,0.0,0.0,0.0,Spring,No Holiday,Yes
3048,07/04/2018,5.645446897643238,0,3.0,67,3.3,945,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
3049,07/04/2018,5.420534999272286,1,2.6,67,2.7,1053,-2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
3050,07/04/2018,4.820281565605037,2,1.8,81,2.9,325,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes
3051,07/04/2018,4.812184355372417,3,1.5,82,3.5,372,-1.2,0.0,0.1,0.0,Spring,No Holiday,Yes
3052,07/04/2018,4.394449154672439,4,1.6,70,3.6,1392,-3.2,0.0,0.1,0.0,Spring,No Holiday,Yes
3053,07/04/2018,4.060443010546419,5,1.6,62,4.9,1372,-4.9,0.0,0.0,0.0,Spring,No Holiday,Yes
3054,07/04/2018,4.6913478822291435,6,1.7,58,3.8,1189,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes
3055,07/04/2018,5.332718793265369,7,1.9,51,4.9,1297,-7.1,0.07,0.0,0.0,Spring,No Holiday,Yes
3056,07/04/2018,5.991464547107982,8,2.4,44,4.3,1375,-8.6,0.41,0.0,0.0,Spring,No Holiday,Yes
3057,07/04/2018,6.056784013228625,9,3.4,37,3.6,1668,-9.9,1.07,0.0,0.0,Spring,No Holiday,Yes
3058,07/04/2018,6.118097198041348,10,4.3,31,4.9,1661,-11.3,1.77,0.0,0.0,Spring,No Holiday,Yes
3059,07/04/2018,6.317164686747284,11,4.7,26,4.8,1927,-13.2,1.55,0.0,0.0,Spring,No Holiday,Yes
3060,07/04/2018,6.548219102762372,12,6.0,23,4.2,1990,-13.6,2.0,0.0,0.0,Spring,No Holiday,Yes
3061,07/04/2018,6.748759547491679,13,7.4,22,4.5,1964,-12.9,2.98,0.0,0.0,Spring,No Holiday,Yes
3062,07/04/2018,6.824373670043086,14,8.1,24,4.7,1914,-11.3,2.99,0.0,0.0,Spring,No Holiday,Yes
3063,07/04/2018,6.8308742346461795,15,7.6,36,5.0,1928,-6.5,1.39,0.0,0.0,Spring,No Holiday,Yes
3064,07/04/2018,6.8001700683022,16,7.9,34,4.7,1979,-7.0,1.09,0.0,0.0,Spring,No Holiday,Yes
3065,07/04/2018,6.812345094177479,17,7.6,36,5.3,2000,-6.5,1.8,0.0,0.0,Spring,No Holiday,Yes
3066,07/04/2018,6.5722825426940075,18,6.4,43,3.7,2000,-5.2,0.92,0.0,0.0,Spring,No Holiday,Yes
3067,07/04/2018,6.251903883165888,19,4.9,47,3.5,2000,-5.4,0.2,0.0,0.0,Spring,No Holiday,Yes
3068,07/04/2018,6.129050210060545,20,4.2,44,4.1,2000,-6.9,0.0,0.0,0.0,Spring,No Holiday,Yes
3069,07/04/2018,6.095824562432225,21,3.8,39,3.2,2000,-8.9,0.0,0.0,0.0,Spring,No Holiday,Yes
3070,07/04/2018,6.056784013228625,22,3.5,41,2.8,2000,-8.5,0.0,0.0,0.0,Spring,No Holiday,Yes
3071,07/04/2018,5.910796644040527,23,3.1,39,3.1,2000,-9.5,0.0,0.0,0.0,Spring,No Holiday,Yes
3072,08/04/2018,5.786897381366708,0,2.9,46,2.2,2000,-7.6,0.0,0.0,0.0,Spring,No Holiday,Yes
3073,08/04/2018,5.41610040220442,1,2.4,46,1.7,2000,-8.0,0.0,0.0,0.0,Spring,No Holiday,Yes
3074,08/04/2018,5.2574953720277815,2,2.2,49,1.9,2000,-7.4,0.0,0.0,0.0,Spring,No Holiday,Yes
3075,08/04/2018,4.955827057601261,3,2.0,50,2.0,2000,-7.3,0.0,0.0,0.0,Spring,No Holiday,Yes
3076,08/04/2018,4.51085950651685,4,1.7,51,1.3,2000,-7.3,0.0,0.0,0.0,Spring,No Holiday,Yes
3077,08/04/2018,4.0943445622221,5,1.3,51,1.6,2000,-7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
3078,08/04/2018,4.624972813284271,6,0.9,52,1.1,2000,-7.8,0.0,0.0,0.0,Spring,No Holiday,Yes
3079,08/04/2018,5.075173815233827,7,0.9,54,0.8,2000,-7.3,0.11,0.0,0.0,Spring,No Holiday,Yes
3080,08/04/2018,5.808142489980444,8,2.9,53,1.5,1892,-5.7,0.68,0.0,0.0,Spring,No Holiday,Yes
3081,08/04/2018,6.0063531596017325,9,5.1,46,2.7,1888,-5.5,1.34,0.0,0.0,Spring,No Holiday,Yes
3082,08/04/2018,6.20455776256869,10,6.3,39,2.8,2000,-6.6,1.55,0.0,0.0,Spring,No Holiday,Yes
3083,08/04/2018,6.375024819828097,11,6.4,29,2.7,2000,-10.3,0.9,0.0,0.0,Spring,No Holiday,Yes
3084,08/04/2018,6.565264970035361,12,6.9,30,1.8,1994,-9.5,0.85,0.0,0.0,Spring,No Holiday,Yes
3085,08/04/2018,6.742880635791903,13,7.4,27,1.8,2000,-10.4,0.86,0.0,0.0,Spring,No Holiday,Yes
3086,08/04/2018,6.656726524178391,14,7.9,27,1.0,1985,-9.9,0.75,0.0,0.0,Spring,No Holiday,Yes
3087,08/04/2018,5.840641657373398,15,7.3,38,0.8,2000,-6.1,0.38,0.0,0.0,Spring,No Holiday,Yes
3088,08/04/2018,4.927253685157205,16,6.1,65,1.5,1465,0.0,0.21,0.0,0.0,Spring,No Holiday,Yes
